nombre_audio,categoria,nombre_track
ACTO 2_OMF.22.aif,DLG,DIRBACK01
ACTO 2_OMF.22.aif,DLG,DIRBACK01
ACTO 2_OMF.86.aif,DLG,DIRBACK01
ACTO 2_OMF.22.aif,DLG,DIRBACK01
ACTO 2_OMF.27.aif,DLG,DIRBACK01
ACTO 2_OMF.28.aif,DLG,DIRBACK01
ACTO 2_OMF.96.aif,DLG,DIRBACK01
ACTO 2_OMF.68.aif,DLG,DIRBACK01
ACTO 2_OMF.68.aif,DLG,DIRBACK01
ACTO 2_OMF.68.aif,DLG,DIRBACK01
ACTO 2_OMF.69.aif,DLG,DIRBACK01
ACTO 2_OMF.69.aif,DLG,DIRBACK01
ACTO 2_OMF.69.aif,DLG,DIRBACK01
ACTO 2_OMF.70.aif,DLG,DIRBACK01
ACTO 2_OMF.71.aif,DLG,DIRBACK01
ACTO 2_OMF.71.aif,DLG,DIRBACK01
ACTO 2_OMF.71.aif,DLG,DIRBACK01
ACTO 2_OMF.71.aif,DLG,DIRBACK01
ACTO 2_OMF.71.aif,DLG,DIRBACK01
ACTO 2_OMF.71.aif,DLG,DIRBACK01
ACTO 2_OMF.71.aif,DLG,DIRBACK01
ACTO 2_OMF.71.aif,DLG,DIRBACK01
ACTO 2_OMF.38.aif,DLG,DIRBACK01
ACTO 2_OMF.97.aif,DLG,DIRBACK01
Scene1_033.L.aif,DLG,DIRBACK01
E_33_6_2 -A2.aif,DLG,DIRBACK02
ACTO 2_OMF.44.aif,DLG,DIRBACK02
ACTO 2_OMF.44.aif,DLG,DIRBACK02
E_33_6_2 -A2.aif,DLG,DIRBACK02
ACTO 2_OMF.44.aif,DLG,DIRBACK02
ACTO 2_OMF.44.aif,DLG,DIRBACK02
E_33_6_2 -A2.aif,DLG,DIRBACK02
ACTO 2_OMF.62.aif,DLG,DIRBACK02
ACTO 2_OMF.103.aif,DLG,DIRBACK02
ACTO 2_OMF.103.aif,DLG,DIRBACK02
E_22_1_T __002.C.aif,DLG,DIRBACK02
ACTO 2_OMF.103.aif,DLG,DIRBACK02
ACTO 2_OMF.103.aif,DLG,DIRBACK02
ACTO 2_OMF.103.aif,DLG,DIRBACK02
E_22_1_T __002.C.aif,DLG,DIRBACK02
ACTO 2_OMF.104.aif,DLG,DIRBACK02
ACTO 2_OMF.50.aif,DLG,DIRBACK02
ACTO 2_OMF.55.aif,DLG,DIRBACK02
ACTO 2_OMF.56.aif,DLG,DIRBACK02
ACTO 2_OMF.56.aif,DLG,DIRBACK02
ACTO 2_OMF.56.aif,DLG,DIRBACK02
ACTO 2_OMF.61.aif,DLG,DIRBACK02
ACTO 2_OMF.62.aif,DLG,DIRBACK02
ACTO 2_OMF.114.aif,DLG,DIRBACK02
ACTO 2_OMF.72.aif,DLG,DIRBACK02
ACTO 2_OMF.39.aif,DLG,DIRBACK02
ACTO 2_OMF.74.aif,DLG,DIRBACK02
Scene1_033.C.aif,DLG,DIRBACK02
E_33_6_2-A3.aif,DLG,DIRBACK03
ACTO 2_OMF.78.aif,DLG,DIRBACK03
ACTO 2_OMF.78.aif,DLG,DIRBACK03
E_33_6_2-A3.aif,DLG,DIRBACK03
ACTO 2_OMF.78.aif,DLG,DIRBACK03
ACTO 2_OMF.78.aif,DLG,DIRBACK03
E_33_6_2-A3.aif,DLG,DIRBACK03
ACTO 2_OMF.62.aif,DLG,DIRBACK03
ACTO 2_OMF.14.aif,DLG,DIRBACK03
ACTO 2_OMF.14.aif,DLG,DIRBACK03
E_22_1_T __002.R.aif,DLG,DIRBACK03
ACTO 2_OMF.14.aif,DLG,DIRBACK03
ACTO 2_OMF.14.aif,DLG,DIRBACK03
ACTO 2_OMF.14.aif,DLG,DIRBACK03
ACTO 2_OMF.15.aif,DLG,DIRBACK03
ACTO 2_OMF.105.aif,DLG,DIRBACK03
ACTO 2_OMF.89.aif,DLG,DIRBACK03
ACTO 2_OMF.90.aif,DLG,DIRBACK03
ACTO 2_OMF.90.aif,DLG,DIRBACK03
ACTO 2_OMF.90.aif,DLG,DIRBACK03
ACTO 2_OMF.94.aif,DLG,DIRBACK03
ACTO 2_OMF.31.aif,DLG,DIRBACK03
ACTO 2_OMF.115.aif,DLG,DIRBACK03
Scene1_033.R.aif,DLG,DIRBACK03
ACTO 2_OMF.110.aif,DLG,DIRBACK04
ACTO 2_OMF.111.aif,DLG,DIRBACK04
ACTO 2_OMF.111.aif,DLG,DIRBACK04
ACTO 2_OMF.111.aif,DLG,DIRBACK04
Scene1_033.S.aif,DLG,DIRBACK04
Bars and Tone (HD 1080i60).wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.8.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.9.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.10.wav,DLG,OMF 01
MVI_3883.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.11.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.12.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.13.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.14.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.15.wav,DLG,OMF 01
MVI_3908.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.16.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.17.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.18.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.19.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.20.wav,DLG,OMF 01
PED_BA_2_003.wav,DLG,OMF 01
PED_BA_2_003.wav.1.wav,DLG,OMF 01
PED_BA_2_003.wav.2.wav,DLG,OMF 01
PED_BA_2_003.wav.3.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.21.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.22.wav,DLG,OMF 01
PED_BA_2_003.wav.4.wav,DLG,OMF 01
PED_BA_2_003.wav.5.wav,DLG,OMF 01
PED_BA_2_003.wav.6.wav,DLG,OMF 01
PED_BA_2_003.wav.7.wav,DLG,OMF 01
PED_BA_2_003.wav.8.wav,DLG,OMF 01
PED_BA_2_003.wav.9.wav,DLG,OMF 01
PED_BA_2_003.wav.10.wav,DLG,OMF 01
PED_BA_2_003.wav.11.wav,DLG,OMF 01
PED_BA_2_003.wav.12.wav,DLG,OMF 01
PED_BA_2_003.wav.13.wav,DLG,OMF 01
PED_BA_2_003.wav.14.wav,DLG,OMF 01
PED_BA_2_003.wav.15.wav,DLG,OMF 01
PED_BA_2_003.wav.16.wav,DLG,OMF 01
PED_BA_2_003.wav.17.wav,DLG,OMF 01
PED_BA_2_003.wav.18.wav,DLG,OMF 01
PED_BA_2_003.wav.19.wav,DLG,OMF 01
PUNCH_1-2.wav,DLG,OMF 01
PUNCH_1-2.1.wav,DLG,OMF 01
PUNCH_1-2.2.wav,DLG,OMF 01
PUNCH_1-2.3.wav,DLG,OMF 01
PUNCH_1-2.4.wav,DLG,OMF 01
PUNCH_1-2.5.wav,DLG,OMF 01
PUNCH_1-2.6.wav,DLG,OMF 01
PUNCH_1-2.7.wav,DLG,OMF 01
PUNCH_1-2.8.wav,DLG,OMF 01
PUNCH_1-2.9.wav,DLG,OMF 01
PUNCH_1-2.10.wav,DLG,OMF 01
PUNCH_1-2.11.wav,DLG,OMF 01
PUNCH_1-2.12.wav,DLG,OMF 01
PUNCH_1-2.13.wav,DLG,OMF 01
PUNCH_1-2.14.wav,DLG,OMF 01
PUNCH_1-2.15.wav,DLG,OMF 01
PUNCH_1-2.16.wav,DLG,OMF 01
PUNCH_1-2.17.wav,DLG,OMF 01
PUNCH_1-2.18.wav,DLG,OMF 01
PUNCH_1-2.19.wav,DLG,OMF 01
PUNCH_1-2.20.wav,DLG,OMF 01
PUNCH_1-2.21.wav,DLG,OMF 01
PUNCH_1-2.22.wav,DLG,OMF 01
PUNCH_1-2.23.wav,DLG,OMF 01
PUNCH_1-2.24.wav,DLG,OMF 01
PUNCH_1-2.25.wav,DLG,OMF 01
PUNCH_1-2.26.wav,DLG,OMF 01
PUNCH_1-2.27.wav,DLG,OMF 01
PUNCH_1-2.28.wav,DLG,OMF 01
PUNCH_1-2.29.wav,DLG,OMF 01
PUNCH_1-2.30.wav,DLG,OMF 01
PUNCH_1-2.31.wav,DLG,OMF 01
PUNCH_1-2.32.wav,DLG,OMF 01
PUNCH_1-2.33.wav,DLG,OMF 01
PUNCH_1-2.34.wav,DLG,OMF 01
PUNCH_1-2.35.wav,DLG,OMF 01
PUNCH_1-2.36.wav,DLG,OMF 01
PUNCH_1-2.37.wav,DLG,OMF 01
PUNCH_1-2.38.wav,DLG,OMF 01
PUNCH_1-2.39.wav,DLG,OMF 01
PUNCH_1-2.40.wav,DLG,OMF 01
PUNCH_1-2.41.wav,DLG,OMF 01
PUNCH_1-2.42.wav,DLG,OMF 01
Eservic_04_007.wav,DLG,OMF 01
Eservic_02_007.wav,DLG,OMF 01
Eservic_04_008.wav,DLG,OMF 01
Eservic_04_008.wav.1.wav,DLG,OMF 01
Eservic_02_006.wav,DLG,OMF 01
Eservic_04_008.wav.2.wav,DLG,OMF 01
Eservic_02_007.wav.1.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.23.wav,DLG,OMF 01
Eservic_02_007.wav.2.wav,DLG,OMF 01
Eservic_02_007.wav.3.wav,DLG,OMF 01
Eservic_02_007.wav.4.wav,DLG,OMF 01
Eservic_02_007.wav.5.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.24.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.25.wav,DLG,OMF 01
Eservic_02_007.wav.6.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.26.wav,DLG,OMF 01
Eservic_03_002.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.27.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.28.wav,DLG,OMF 01
Eservic_03_003.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.29.wav,DLG,OMF 01
Eservic_03_004.wav,DLG,OMF 01
Eservic_03_004.wav.1.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.30.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.31.wav,DLG,OMF 01
Eservic_03_005.wav,DLG,OMF 01
Eservic_04_018.wav,DLG,OMF 01
MVI_3369.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.32.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.33.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.34.wav,DLG,OMF 01
Eservic_06_003.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.35.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.36.wav,DLG,OMF 01
Eservic_06_003.wav.1.wav,DLG,OMF 01
Eservic_06_004.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.37.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.38.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.39.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.40.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.41.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.42.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.43.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.44.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.45.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.46.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.47.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.48.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.49.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.50.wav,DLG,OMF 01
EP3 PARA MONTAJE_01.L.wav.51.wav,DLG,OMF 01
MVI_8762.wav,DLG,OMF 01
MVI_3867.wav,DLG,OMF 01
MVI_3866.wav,DLG,OMF 01
MVI_3866.1.wav,DLG,OMF 01
MVI_3866.2.wav,DLG,OMF 01
Bars and Tone (HD 1080i60).1.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.8.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.9.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.10.wav,DLG,OMF 02
MVI_3883.1.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.11.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.12.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.13.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.14.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.15.wav,DLG,OMF 02
MVI_3908.1.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.16.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.17.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.18.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.19.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.20.wav,DLG,OMF 02
PED_BA_2_003.wav.20.wav,DLG,OMF 02
PED_BA_2_003.wav.21.wav,DLG,OMF 02
PED_BA_2_003.wav.22.wav,DLG,OMF 02
PED_BA_2_003.wav.23.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.21.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.22.wav,DLG,OMF 02
PED_BA_2_003.wav.24.wav,DLG,OMF 02
PED_BA_2_003.wav.25.wav,DLG,OMF 02
PED_BA_2_003.wav.26.wav,DLG,OMF 02
PED_BA_2_003.wav.27.wav,DLG,OMF 02
PED_BA_2_003.wav.28.wav,DLG,OMF 02
PED_BA_2_003.wav.29.wav,DLG,OMF 02
PED_BA_2_003.wav.30.wav,DLG,OMF 02
PED_BA_2_003.wav.31.wav,DLG,OMF 02
PED_BA_2_003.wav.32.wav,DLG,OMF 02
PED_BA_2_003.wav.33.wav,DLG,OMF 02
PED_BA_2_003.wav.34.wav,DLG,OMF 02
PED_BA_2_003.wav.35.wav,DLG,OMF 02
PED_BA_2_003.wav.36.wav,DLG,OMF 02
PED_BA_2_003.wav.37.wav,DLG,OMF 02
PED_BA_2_003.wav.38.wav,DLG,OMF 02
PED_BA_2_003.wav.39.wav,DLG,OMF 02
PUNCH_1-2.43.wav,DLG,OMF 02
PUNCH_1-2.44.wav,DLG,OMF 02
PUNCH_1-2.45.wav,DLG,OMF 02
PUNCH_1-2.46.wav,DLG,OMF 02
PUNCH_1-2.47.wav,DLG,OMF 02
PUNCH_1-2.48.wav,DLG,OMF 02
PUNCH_1-2.49.wav,DLG,OMF 02
PUNCH_1-2.50.wav,DLG,OMF 02
PUNCH_1-2.51.wav,DLG,OMF 02
PUNCH_1-2.52.wav,DLG,OMF 02
PUNCH_1-2.53.wav,DLG,OMF 02
PUNCH_1-2.54.wav,DLG,OMF 02
PUNCH_1-2.55.wav,DLG,OMF 02
PUNCH_1-2.56.wav,DLG,OMF 02
PUNCH_1-2.57.wav,DLG,OMF 02
PUNCH_1-2.58.wav,DLG,OMF 02
PUNCH_1-2.59.wav,DLG,OMF 02
PUNCH_1-2.60.wav,DLG,OMF 02
PUNCH_1-2.61.wav,DLG,OMF 02
PUNCH_1-2.62.wav,DLG,OMF 02
PUNCH_1-2.63.wav,DLG,OMF 02
PUNCH_1-2.64.wav,DLG,OMF 02
PUNCH_1-2.65.wav,DLG,OMF 02
PUNCH_1-2.66.wav,DLG,OMF 02
PUNCH_1-2.67.wav,DLG,OMF 02
PUNCH_1-2.68.wav,DLG,OMF 02
PUNCH_1-2.69.wav,DLG,OMF 02
PUNCH_1-2.70.wav,DLG,OMF 02
PUNCH_1-2.71.wav,DLG,OMF 02
PUNCH_1-2.72.wav,DLG,OMF 02
PUNCH_1-2.73.wav,DLG,OMF 02
PUNCH_1-2.74.wav,DLG,OMF 02
PUNCH_1-2.75.wav,DLG,OMF 02
PUNCH_1-2.76.wav,DLG,OMF 02
PUNCH_1-2.77.wav,DLG,OMF 02
PUNCH_1-2.78.wav,DLG,OMF 02
PUNCH_1-2.79.wav,DLG,OMF 02
PUNCH_1-2.80.wav,DLG,OMF 02
PUNCH_1-2.81.wav,DLG,OMF 02
PUNCH_1-2.82.wav,DLG,OMF 02
PUNCH_1-2.83.wav,DLG,OMF 02
PUNCH_1-2.84.wav,DLG,OMF 02
PUNCH_1-2.85.wav,DLG,OMF 02
Eservic_02_006.1.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.23.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.L.wav.52.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.24.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.25.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.26.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.27.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.28.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.29.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.30.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.31.wav,DLG,OMF 02
MVI_3369.1.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.32.wav,DLG,OMF 02
Eservic_06_003.wav.2.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.33.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.34.wav,DLG,OMF 02
Eservic_06_003.wav.3.wav,DLG,OMF 02
Eservic_06_004.wav.1.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.35.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.36.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.37.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.38.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.39.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.40.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.41.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.42.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.43.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.44.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.45.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.46.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.47.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.48.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.R.wav.49.wav,DLG,OMF 02
MVI_8762.1.wav,DLG,OMF 02
MVI_3867.1.wav,DLG,OMF 02
MVI_3866.3.wav,DLG,OMF 02
MVI_3866.4.wav,DLG,OMF 02
MVI_3866.5.wav,DLG,OMF 02
EP3 PARA MONTAJE_01.L.wav.53.wav,DLG,OMF 03
EP3 PARA MONTAJE_01.L.wav.54.wav,DLG,OMF 03
EP3 PARA MONTAJE_01.L.wav.55.wav,DLG,OMF 03
tema de las espias-piano solo.wav,DLG,OMF 03
tema de las espias-piano solo.1.wav,DLG,OMF 03
laflor_ep3_secuencia_inicial_dic13_2016.wav,DLG,OMF 03
EP3 PARA MONTAJE_01.L.wav.56.wav,DLG,OMF 03
EP3 PARA MONTAJE_01.R.wav.50.wav,DLG,OMF 03
Eservic_03_003.wav.1.wav,DLG,OMF 03
MVI_0020.wav,DLG,OMF 03
MVI_0020.1.wav,DLG,OMF 03
MVI_0020.2.wav,DLG,OMF 03
MVI_0020.3.wav,DLG,OMF 03
PED_BA_2_004.wav,DLG,OMF 03
PED_BA_2_004.1.wav,DLG,OMF 03
PED_BA_2_004.2.wav,DLG,OMF 03
PED_BA_2_004.3.wav,DLG,OMF 03
PED_BA_2_004.4.wav,DLG,OMF 03
PED_BA_2_004.5.wav,DLG,OMF 03
PED_BA_2_004.6.wav,DLG,OMF 03
PED_BA_2_004.7.wav,DLG,OMF 03
Off Parche2_1-2.wav,DLG,OMF 03
PED_BA_2_004.8.wav,DLG,OMF 03
PED_BA_2_004.9.wav,DLG,OMF 03
CASTERMAN LLAMADA OFF_03.wav,DLG,OMF 03
old phone ring_1-2.wav,DLG,OMF 03
old phone ring_1-2.1.wav,DLG,OMF 03
old phone ring_1-2.2.wav,DLG,OMF 03
old phone ring_1-2.3.wav,DLG,OMF 03
EP3 PARA MONTAJE_01.R.wav.51.wav,DLG,OMF 04
EP3 PARA MONTAJE_01.R.wav.52.wav,DLG,OMF 04
EP3 PARA MONTAJE_01.R.wav.53.wav,DLG,OMF 04
tema de las espias-piano solo.2.wav,DLG,OMF 04
tema de las espias-piano solo.3.wav,DLG,OMF 04
laflor_ep3_secuencia_inicial_dic13_2016.1.wav,DLG,OMF 04
EP3 PARA MONTAJE_01.R.wav.54.wav,DLG,OMF 04
MVI_0020.4.wav,DLG,OMF 04
MVI_0020.5.wav,DLG,OMF 04
MVI_0020.6.wav,DLG,OMF 04
MVI_0020.7.wav,DLG,OMF 04
PED_BA_2_004.10.wav,DLG,OMF 04
PED_BA_2_004.11.wav,DLG,OMF 04
PED_BA_2_004.12.wav,DLG,OMF 04
PED_BA_2_004.13.wav,DLG,OMF 04
PED_BA_2_004.14.wav,DLG,OMF 04
PED_BA_2_004.15.wav,DLG,OMF 04
PED_BA_2_004.16.wav,DLG,OMF 04
PED_BA_2_004.17.wav,DLG,OMF 04
Off Parche2_1-2.1.wav,DLG,OMF 04
PED_BA_2_004.18.wav,DLG,OMF 04
PED_BA_2_004.19.wav,DLG,OMF 04
old phone ring_1-2.4.wav,DLG,OMF 04
old phone ring_1-2.5.wav,DLG,OMF 04
old phone ring_1-2.6.wav,DLG,OMF 04
old phone ring_1-2.7.wav,DLG,OMF 04
MADRE OFF escena fuera armado_08.wav,DLG,OMF 05
MADRE OFF escena fuera armado_08.wav.1.wav,DLG,OMF 05
MADRE OFF escena fuera armado_08.wav.2.wav,DLG,OMF 05
MADRE OFF escena fuera armado_08.wav.3.wav,DLG,OMF 05
MADRE OFF escena fuera armado_08.wav.4.wav,DLG,OMF 05
MADRE OFF escena fuera armado_08.wav.5.wav,DLG,OMF 05
Panasonic answering machine.wav,DLG,OMF 05
Panasonic answering machine.1.wav,DLG,OMF 05
French - messages_1-2.wav,DLG,OMF 05
French - messages_1-2.1.wav,DLG,OMF 05
French - messages_1-2.2.wav,DLG,OMF 05
Panasonic answering machine.2.wav,DLG,OMF 05
laflor_ep3_secuencia_inicial_dic13_2016.wav.1.wav,DLG,OMF 05
laflor_ep3_secuencia_inicial_dic13_2016.wav.2.wav,DLG,OMF 05
laflor_ep3_secuencia_inicial_dic13_2016.wav.3.wav,DLG,OMF 05
laflor_ep3_secuencia_inicial_dic13_2016.wav.4.wav,DLG,OMF 05
laflor_ep3_secuencia_inicial_dic13_2016.wav.5.wav,DLG,OMF 05
laflor_ep3_secuencia_dreyfus_piano_lento_dic27_2016.wav,DLG,OMF 05
laflor_ep3_secuencia_dreyfus_piano_lento_dic27_2016.1.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.1.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.2.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.3.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.4.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.5.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.6.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.7.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.8.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.9.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.10.wav,DLG,OMF 05
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.11.wav,DLG,OMF 05
Panasonic answering machine.3.wav,DLG,OMF 06
Panasonic answering machine.4.wav,DLG,OMF 06
French - messages_1-2.3.wav,DLG,OMF 06
French - messages_1-2.4.wav,DLG,OMF 06
French - messages_1-2.5.wav,DLG,OMF 06
Panasonic answering machine.5.wav,DLG,OMF 06
laflor_ep3_secuencia_inicial_dic13_2016.wav.6.wav,DLG,OMF 06
laflor_ep3_secuencia_inicial_dic13_2016.wav.7.wav,DLG,OMF 06
laflor_ep3_secuencia_inicial_dic13_2016.wav.8.wav,DLG,OMF 06
laflor_ep3_secuencia_inicial_dic13_2016.wav.9.wav,DLG,OMF 06
laflor_ep3_secuencia_inicial_dic13_2016.wav.10.wav,DLG,OMF 06
laflor_ep3_secuencia_dreyfus_piano_lento_dic27_2016.2.wav,DLG,OMF 06
laflor_ep3_secuencia_dreyfus_piano_lento_dic27_2016.3.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.12.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.13.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.14.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.15.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.16.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.17.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.18.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.19.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.20.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.21.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.22.wav,DLG,OMF 06
casterman-orquesta_brass-diciembre26-2016 -  - Stereo Out - 00.23.wav,DLG,OMF 06
PED_BA_2_002.wav,DLG,OFF
PED_BA_2_002.1.wav,DLG,OFF
PED_BA_2_002.2.wav,DLG,OFF
PED_BA_2_002.3.wav,DLG,OFF
PED_BA_2_002.4.wav,DLG,OFF
PED_BA_2_002.5.wav,DLG,OFF
PED_BA_2_002.6.wav,DLG,OFF
PED_BA_2_002.7.wav,DLG,OFF
PED_BA_2_002.8.wav,DLG,OFF
PED_BA_2_002.9.wav,DLG,OFF
EPIII_1PARTE_0802.1.R.wav,DLG,DUB 301
EP3 PARA MONTAJE_01.R.wav.26.wav,DLG,DUB 301
DUB LISA_02.wav,DLG,DUB 301
EP3 PARA MONTAJE_01.R.wav.35.wav,DLG,DUB 301
DUB LISA_04.wav,DLG,DUB 301
EP3 PARA MONTAJE_01.R.wav.35.wav,DLG,DUB 301
DUB LISA_04.wav,DLG,DUB 301
EP3 PARA MONTAJE_01.L.wav.52.wav,DLG,DUB 301
DUB LISA_05.wav,DLG,DUB 301
EP3 PARA MONTAJE_01.R.wav.43.wav,DLG,DUB 301
